  0%|                                                                              | 0/235 [00:00<?, ?it/s]/home/ubuntu/ejpark/embed_train/lib/python3.10/site-packages/transformers/tokenization_utils_base.py:2906: UserWarning: `max_length` is ignored when `padding`=`True` and there is no truncation strategy. To pad to max length, use `padding='max_length'`.
  warnings.warn(
Could not estimate the number of tokens of the input, floating-point operations will not be computed
                                                                                                           
{'loss': 0.3542, 'grad_norm': 12.033740997314453, 'learning_rate': 1.0000000000000001e-07, 'epoch': 0.02}
{'loss': 0.0004, 'grad_norm': 0.07142091542482376, 'learning_rate': 6.666666666666667e-07, 'epoch': 4.81}
{'loss': 0.0005, 'grad_norm': 0.14453309774398804, 'learning_rate': 5.925925925925927e-07, 'epoch': 4.83}
{'loss': 0.0003, 'grad_norm': 0.06570857018232346, 'learning_rate': 5.185185185185186e-07, 'epoch': 4.85}
{'loss': 0.0006, 'grad_norm': 0.12573716044425964, 'learning_rate': 4.444444444444445e-07, 'epoch': 4.87}
{'loss': 0.0003, 'grad_norm': 0.08120134472846985, 'learning_rate': 3.7037037037037036e-07, 'epoch': 4.89}
{'loss': 0.0004, 'grad_norm': 0.12110919505357742, 'learning_rate': 2.9629629629629634e-07, 'epoch': 4.91}
{'loss': 0.001, 'grad_norm': 0.17800243198871613, 'learning_rate': 2.2222222222222224e-07, 'epoch': 4.94}
{'loss': 0.0004, 'grad_norm': 0.11431608349084854, 'learning_rate': 1.4814814814814817e-07, 'epoch': 4.96}
{'loss': 0.0034, 'grad_norm': 1.7293471097946167, 'learning_rate': 7.407407407407409e-08, 'epoch': 4.98}
{'loss': 0.0004, 'grad_norm': 0.06541534513235092, 'learning_rate': 0.0, 'epoch': 5.0}
{'train_runtime': 183.3865, 'train_samples_per_second': 81.794, 'train_steps_per_second': 1.281, 'train_loss': 0.03987840929841425, 'epoch': 5.0}
Training completed successfully.
