  0%|                                 | 0/1075 [00:00<?, ?it/s]/home/ubuntu/ejpark/embed_train/lib/python3.10/site-packages/transformers/tokenization_utils_base.py:2906: UserWarning: `max_length` is ignored when `padding`=`True` and there is no truncation strategy. To pad to max length, use `padding='max_length'`.
  warnings.warn(
Could not estimate the number of tokens of the input, floating-point operations will not be computed
                                                                      
{'loss': 2.1562, 'grad_norm': 4.200131416320801, 'learning_rate': 1.0000000000000001e-07, 'epoch': 0.0}
{'loss': 0.0344, 'grad_norm': 9.415233612060547, 'learning_rate': 8.676923076923078e-06, 'epoch': 1.07}
{'loss': 0.036, 'grad_norm': 12.19564151763916, 'learning_rate': 8.666666666666668e-06, 'epoch': 1.07}
{'loss': 0.1424, 'grad_norm': 20.682199478149414, 'learning_rate': 8.656410256410258e-06, 'epoch': 1.07}
{'loss': 0.2288, 'grad_norm': 25.955095291137695, 'learning_rate': 8.646153846153846e-06, 'epoch': 1.08}
{'loss': 0.069, 'grad_norm': 21.82967185974121, 'learning_rate': 8.635897435897437e-06, 'epoch': 1.08}
{'loss': 0.0864, 'grad_norm': 41.26521682739258, 'learning_rate': 8.625641025641025e-06, 'epoch': 1.09}
{'loss': 0.0658, 'grad_norm': 23.63482666015625, 'learning_rate': 8.615384615384617e-06, 'epoch': 1.09}
{'loss': 0.0399, 'grad_norm': 11.368688583374023, 'learning_rate': 8.605128205128207e-06, 'epoch': 1.1}
{'loss': 0.1623, 'grad_norm': 241.7857666015625, 'learning_rate': 8.594871794871795e-06, 'epoch': 1.1}
{'loss': 0.0643, 'grad_norm': 11.0833101272583, 'learning_rate': 8.584615384615386e-06, 'epoch': 1.11}
{'loss': 0.0261, 'grad_norm': 9.879868507385254, 'learning_rate': 8.574358974358974e-06, 'epoch': 1.11}
{'loss': 0.0422, 'grad_norm': 17.60980987548828, 'learning_rate': 8.564102564102564e-06, 'epoch': 1.12}
{'loss': 0.0681, 'grad_norm': 26.524988174438477, 'learning_rate': 8.553846153846156e-06, 'epoch': 1.12}
{'loss': 0.089, 'grad_norm': 15.266193389892578, 'learning_rate': 8.543589743589744e-06, 'epoch': 1.13}
{'loss': 0.079, 'grad_norm': 12.843233108520508, 'learning_rate': 8.533333333333335e-06, 'epoch': 1.13}
{'loss': 0.1372, 'grad_norm': 38.808998107910156, 'learning_rate': 8.523076923076923e-06, 'epoch': 1.13}
{'loss': 0.1143, 'grad_norm': 26.95091438293457, 'learning_rate': 8.512820512820513e-06, 'epoch': 1.14}
{'loss': 0.1268, 'grad_norm': 13.483358383178711, 'learning_rate': 8.502564102564103e-06, 'epoch': 1.14}
{'loss': 0.0222, 'grad_norm': 8.363049507141113, 'learning_rate': 8.492307692307693e-06, 'epoch': 1.15}
{'loss': 0.0577, 'grad_norm': 11.083842277526855, 'learning_rate': 8.482051282051283e-06, 'epoch': 1.15}
{'loss': 0.0281, 'grad_norm': 8.109034538269043, 'learning_rate': 8.471794871794872e-06, 'epoch': 1.16}
{'loss': 0.1136, 'grad_norm': 21.050270080566406, 'learning_rate': 8.461538461538462e-06, 'epoch': 1.16}
{'loss': 0.1439, 'grad_norm': 31.015195846557617, 'learning_rate': 8.451282051282052e-06, 'epoch': 1.17}
{'loss': 0.1279, 'grad_norm': 14.749074935913086, 'learning_rate': 8.441025641025642e-06, 'epoch': 1.17}
{'loss': 0.0864, 'grad_norm': 14.794332504272461, 'learning_rate': 8.430769230769231e-06, 'epoch': 1.18}
{'loss': 0.1648, 'grad_norm': 25.93092155456543, 'learning_rate': 8.420512820512821e-06, 'epoch': 1.18}
{'loss': 0.0611, 'grad_norm': 15.458558082580566, 'learning_rate': 8.410256410256411e-06, 'epoch': 1.19}
{'loss': 0.1578, 'grad_norm': 19.2563533782959, 'learning_rate': 8.400000000000001e-06, 'epoch': 1.19}
{'loss': 0.1232, 'grad_norm': 18.42690658569336, 'learning_rate': 8.38974358974359e-06, 'epoch': 1.2}
{'loss': 0.0867, 'grad_norm': 10.266589164733887, 'learning_rate': 8.37948717948718e-06, 'epoch': 1.2}
{'loss': 0.0752, 'grad_norm': 11.93508529663086, 'learning_rate': 8.36923076923077e-06, 'epoch': 1.2}
{'loss': 0.0777, 'grad_norm': 12.463218688964844, 'learning_rate': 8.35897435897436e-06, 'epoch': 1.21}
{'loss': 0.1367, 'grad_norm': 16.367511749267578, 'learning_rate': 8.34871794871795e-06, 'epoch': 1.21}
{'loss': 0.1889, 'grad_norm': 22.100839614868164, 'learning_rate': 8.338461538461538e-06, 'epoch': 1.22}
{'loss': 0.0723, 'grad_norm': 19.03474998474121, 'learning_rate': 8.32820512820513e-06, 'epoch': 1.22}
{'loss': 0.0521, 'grad_norm': 13.877071380615234, 'learning_rate': 8.317948717948718e-06, 'epoch': 1.23}
{'loss': 0.0318, 'grad_norm': 7.329792022705078, 'learning_rate': 8.307692307692309e-06, 'epoch': 1.23}
{'loss': 0.1306, 'grad_norm': 43.45652389526367, 'learning_rate': 8.297435897435899e-06, 'epoch': 1.24}
{'loss': 0.0394, 'grad_norm': 12.301135063171387, 'learning_rate': 8.287179487179487e-06, 'epoch': 1.24}
{'loss': 0.057, 'grad_norm': 53.95103073120117, 'learning_rate': 8.276923076923078e-06, 'epoch': 1.25}
{'loss': 0.1191, 'grad_norm': 24.30742073059082, 'learning_rate': 8.266666666666667e-06, 'epoch': 1.25}
{'loss': 0.0482, 'grad_norm': 12.58594036102295, 'learning_rate': 8.256410256410256e-06, 'epoch': 1.26}
{'loss': 0.0201, 'grad_norm': 4.0178608894348145, 'learning_rate': 8.246153846153848e-06, 'epoch': 1.26}
{'loss': 0.0917, 'grad_norm': 22.9736328125, 'learning_rate': 8.235897435897436e-06, 'epoch': 1.27}
{'loss': 0.0927, 'grad_norm': 15.979195594787598, 'learning_rate': 8.225641025641027e-06, 'epoch': 1.27}
{'loss': 0.0387, 'grad_norm': 34.11212158203125, 'learning_rate': 8.215384615384616e-06, 'epoch': 1.27}
{'loss': 0.0674, 'grad_norm': 12.967395782470703, 'learning_rate': 8.205128205128205e-06, 'epoch': 1.28}
{'loss': 0.1073, 'grad_norm': 23.343093872070312, 'learning_rate': 8.194871794871795e-06, 'epoch': 1.28}
{'loss': 0.2679, 'grad_norm': 41.33161926269531, 'learning_rate': 8.184615384615385e-06, 'epoch': 1.29}
{'loss': 0.0262, 'grad_norm': 4.92665433883667, 'learning_rate': 8.174358974358975e-06, 'epoch': 1.29}
{'loss': 0.1068, 'grad_norm': 25.53691291809082, 'learning_rate': 8.164102564102565e-06, 'epoch': 1.3}
{'loss': 0.0287, 'grad_norm': 7.015449047088623, 'learning_rate': 8.153846153846154e-06, 'epoch': 1.3}
{'loss': 0.1384, 'grad_norm': 85.02882385253906, 'learning_rate': 8.143589743589744e-06, 'epoch': 1.31}
{'loss': 0.02, 'grad_norm': 3.788365602493286, 'learning_rate': 8.133333333333334e-06, 'epoch': 1.31}
{'loss': 0.0829, 'grad_norm': 30.773300170898438, 'learning_rate': 8.123076923076924e-06, 'epoch': 1.32}
{'loss': 0.0667, 'grad_norm': 11.597833633422852, 'learning_rate': 8.112820512820514e-06, 'epoch': 1.32}
{'loss': 0.0367, 'grad_norm': 13.527144432067871, 'learning_rate': 8.102564102564103e-06, 'epoch': 1.33}
{'loss': 0.0325, 'grad_norm': 13.72631549835205, 'learning_rate': 8.092307692307693e-06, 'epoch': 1.33}
{'loss': 0.1501, 'grad_norm': 24.653697967529297, 'learning_rate': 8.082051282051283e-06, 'epoch': 1.33}
{'loss': 0.0507, 'grad_norm': 11.980446815490723, 'learning_rate': 8.071794871794873e-06, 'epoch': 1.34}
{'loss': 0.0695, 'grad_norm': 20.327482223510742, 'learning_rate': 8.061538461538463e-06, 'epoch': 1.34}
{'loss': 0.0643, 'grad_norm': 10.04321002960205, 'learning_rate': 8.051282051282052e-06, 'epoch': 1.35}
{'loss': 0.0444, 'grad_norm': 9.294304847717285, 'learning_rate': 8.041025641025642e-06, 'epoch': 1.35}
{'loss': 0.0344, 'grad_norm': 14.290937423706055, 'learning_rate': 8.03076923076923e-06, 'epoch': 1.36}
{'loss': 0.0365, 'grad_norm': 8.335797309875488, 'learning_rate': 8.020512820512822e-06, 'epoch': 1.36}
{'loss': 0.0577, 'grad_norm': 14.417622566223145, 'learning_rate': 8.01025641025641e-06, 'epoch': 1.37}
{'loss': 0.0679, 'grad_norm': 13.267704963684082, 'learning_rate': 8.000000000000001e-06, 'epoch': 1.37}
{'loss': 0.1074, 'grad_norm': 35.61209487915039, 'learning_rate': 7.989743589743591e-06, 'epoch': 1.38}
{'loss': 0.0368, 'grad_norm': 7.793868064880371, 'learning_rate': 7.97948717948718e-06, 'epoch': 1.38}
{'loss': 0.0346, 'grad_norm': 6.022886753082275, 'learning_rate': 7.96923076923077e-06, 'epoch': 1.39}
{'loss': 0.0469, 'grad_norm': 13.590222358703613, 'learning_rate': 7.958974358974359e-06, 'epoch': 1.39}
{'loss': 0.0822, 'grad_norm': 16.88237190246582, 'learning_rate': 7.948717948717949e-06, 'epoch': 1.4}
  warnings.warn(
                                                                      
{'loss': 0.0443, 'grad_norm': 18.78481101989746, 'learning_rate': 7.93846153846154e-06, 'epoch': 1.4}
{'loss': 0.0611, 'grad_norm': 18.57876968383789, 'learning_rate': 7.928205128205128e-06, 'epoch': 1.4}
{'loss': 0.0702, 'grad_norm': 42.41319274902344, 'learning_rate': 7.91794871794872e-06, 'epoch': 1.41}
{'loss': 0.1365, 'grad_norm': 23.510799407958984, 'learning_rate': 7.907692307692308e-06, 'epoch': 1.41}
{'loss': 0.1297, 'grad_norm': 33.32511520385742, 'learning_rate': 7.897435897435898e-06, 'epoch': 1.42}
{'loss': 0.0593, 'grad_norm': 18.201547622680664, 'learning_rate': 7.887179487179487e-06, 'epoch': 1.42}
{'loss': 0.0917, 'grad_norm': 17.741832733154297, 'learning_rate': 7.876923076923077e-06, 'epoch': 1.43}
{'loss': 0.0313, 'grad_norm': 7.441410541534424, 'learning_rate': 7.866666666666667e-06, 'epoch': 1.43}
{'loss': 0.0728, 'grad_norm': 24.720367431640625, 'learning_rate': 7.856410256410257e-06, 'epoch': 1.44}
{'loss': 0.0438, 'grad_norm': 11.399810791015625, 'learning_rate': 7.846153846153847e-06, 'epoch': 1.44}
{'loss': 0.0313, 'grad_norm': 6.583948135375977, 'learning_rate': 7.835897435897436e-06, 'epoch': 1.45}
{'loss': 0.0456, 'grad_norm': 13.017524719238281, 'learning_rate': 7.825641025641026e-06, 'epoch': 1.45}
{'loss': 0.0286, 'grad_norm': 11.132759094238281, 'learning_rate': 7.815384615384616e-06, 'epoch': 1.46}
{'loss': 0.0255, 'grad_norm': 18.148202896118164, 'learning_rate': 7.805128205128206e-06, 'epoch': 1.46}
{'loss': 0.0523, 'grad_norm': 8.774035453796387, 'learning_rate': 7.794871794871796e-06, 'epoch': 1.47}
{'loss': 0.0282, 'grad_norm': 9.999740600585938, 'learning_rate': 7.784615384615385e-06, 'epoch': 1.47}
{'loss': 0.0245, 'grad_norm': 9.512332916259766, 'learning_rate': 7.774358974358975e-06, 'epoch': 1.47}
{'loss': 0.1162, 'grad_norm': 22.4270076751709, 'learning_rate': 7.764102564102565e-06, 'epoch': 1.48}
{'loss': 0.1699, 'grad_norm': 20.79732894897461, 'learning_rate': 7.753846153846155e-06, 'epoch': 1.48}
{'loss': 0.1262, 'grad_norm': 47.32426452636719, 'learning_rate': 7.743589743589745e-06, 'epoch': 1.49}
{'loss': 0.069, 'grad_norm': 17.184810638427734, 'learning_rate': 7.733333333333334e-06, 'epoch': 1.49}
{'loss': 0.0478, 'grad_norm': 15.620137214660645, 'learning_rate': 7.723076923076924e-06, 'epoch': 1.5}
{'loss': 0.0381, 'grad_norm': 17.66185188293457, 'learning_rate': 7.712820512820514e-06, 'epoch': 1.5}
{'loss': 0.1011, 'grad_norm': 93.85804748535156, 'learning_rate': 7.702564102564102e-06, 'epoch': 1.51}
{'loss': 0.0446, 'grad_norm': 19.26813316345215, 'learning_rate': 7.692307692307694e-06, 'epoch': 1.51}
{'loss': 0.0221, 'grad_norm': 4.257382869720459, 'learning_rate': 7.682051282051283e-06, 'epoch': 1.52}
{'loss': 0.0333, 'grad_norm': 18.46115493774414, 'learning_rate': 7.671794871794871e-06, 'epoch': 1.52}
{'loss': 0.118, 'grad_norm': 23.44129180908203, 'learning_rate': 7.661538461538463e-06, 'epoch': 1.53}
{'loss': 0.0261, 'grad_norm': 21.349706649780273, 'learning_rate': 7.651282051282051e-06, 'epoch': 1.53}
{'loss': 0.0444, 'grad_norm': 6.879594802856445, 'learning_rate': 7.641025641025641e-06, 'epoch': 1.53}
{'loss': 0.0725, 'grad_norm': 14.642898559570312, 'learning_rate': 7.630769230769232e-06, 'epoch': 1.54}
{'loss': 0.0825, 'grad_norm': 16.72186851501465, 'learning_rate': 7.620512820512821e-06, 'epoch': 1.54}
{'loss': 0.0291, 'grad_norm': 8.703727722167969, 'learning_rate': 7.610256410256411e-06, 'epoch': 1.55}
{'loss': 0.0498, 'grad_norm': 8.501333236694336, 'learning_rate': 7.600000000000001e-06, 'epoch': 1.55}
{'loss': 0.0559, 'grad_norm': 12.825166702270508, 'learning_rate': 7.58974358974359e-06, 'epoch': 1.56}
{'loss': 0.0074, 'grad_norm': 2.4319541454315186, 'learning_rate': 7.5794871794871805e-06, 'epoch': 1.56}
{'loss': 0.0954, 'grad_norm': 19.429283142089844, 'learning_rate': 7.5692307692307695e-06, 'epoch': 1.57}
{'loss': 0.0623, 'grad_norm': 25.192941665649414, 'learning_rate': 7.558974358974359e-06, 'epoch': 1.57}
{'loss': 0.1138, 'grad_norm': 28.222301483154297, 'learning_rate': 7.54871794871795e-06, 'epoch': 1.58}
{'loss': 0.0624, 'grad_norm': 12.922999382019043, 'learning_rate': 7.538461538461539e-06, 'epoch': 1.58}
{'loss': 0.0996, 'grad_norm': 24.047067642211914, 'learning_rate': 7.528205128205129e-06, 'epoch': 1.59}
{'loss': 0.0698, 'grad_norm': 20.303213119506836, 'learning_rate': 7.5179487179487185e-06, 'epoch': 1.59}
{'loss': 0.0407, 'grad_norm': 10.180611610412598, 'learning_rate': 7.507692307692308e-06, 'epoch': 1.6}
{'loss': 0.1138, 'grad_norm': 26.97010612487793, 'learning_rate': 7.497435897435899e-06, 'epoch': 1.6}
{'loss': 0.0073, 'grad_norm': 4.033355236053467, 'learning_rate': 7.487179487179488e-06, 'epoch': 1.6}
{'loss': 0.0489, 'grad_norm': 12.059175491333008, 'learning_rate': 7.476923076923077e-06, 'epoch': 1.61}
{'loss': 0.037, 'grad_norm': 61.358795166015625, 'learning_rate': 7.4666666666666675e-06, 'epoch': 1.61}
{'loss': 0.0309, 'grad_norm': 12.420980453491211, 'learning_rate': 7.456410256410257e-06, 'epoch': 1.62}
{'loss': 0.0269, 'grad_norm': 6.903985023498535, 'learning_rate': 7.446153846153846e-06, 'epoch': 1.62}
{'loss': 0.2715, 'grad_norm': 47.869606018066406, 'learning_rate': 7.435897435897437e-06, 'epoch': 1.63}
{'loss': 0.1368, 'grad_norm': 24.649988174438477, 'learning_rate': 7.425641025641026e-06, 'epoch': 1.63}
{'loss': 0.065, 'grad_norm': 22.099266052246094, 'learning_rate': 7.4153846153846164e-06, 'epoch': 1.64}
{'loss': 0.0705, 'grad_norm': 14.867510795593262, 'learning_rate': 7.405128205128206e-06, 'epoch': 1.64}
{'loss': 0.0597, 'grad_norm': 12.31381893157959, 'learning_rate': 7.394871794871795e-06, 'epoch': 1.65}
{'loss': 0.1654, 'grad_norm': 31.98255729675293, 'learning_rate': 7.384615384615386e-06, 'epoch': 1.65}
{'loss': 0.1305, 'grad_norm': 20.93584632873535, 'learning_rate': 7.374358974358975e-06, 'epoch': 1.66}
{'loss': 0.0744, 'grad_norm': 15.577465057373047, 'learning_rate': 7.364102564102565e-06, 'epoch': 1.66}
{'loss': 0.1899, 'grad_norm': 18.003236770629883, 'learning_rate': 7.353846153846154e-06, 'epoch': 1.67}
{'loss': 0.0627, 'grad_norm': 10.1751127243042, 'learning_rate': 7.343589743589744e-06, 'epoch': 1.67}
{'loss': 0.0849, 'grad_norm': 21.596235275268555, 'learning_rate': 7.333333333333333e-06, 'epoch': 1.67}
{'loss': 0.053, 'grad_norm': 7.755190372467041, 'learning_rate': 7.323076923076924e-06, 'epoch': 1.68}
{'loss': 0.0663, 'grad_norm': 12.942524909973145, 'learning_rate': 7.312820512820514e-06, 'epoch': 1.68}
{'loss': 0.0562, 'grad_norm': 11.037283897399902, 'learning_rate': 7.302564102564103e-06, 'epoch': 1.69}
{'loss': 0.0299, 'grad_norm': 6.6364827156066895, 'learning_rate': 7.292307692307693e-06, 'epoch': 1.69}
{'loss': 0.036, 'grad_norm': 6.930849075317383, 'learning_rate': 7.282051282051282e-06, 'epoch': 1.7}
{'loss': 0.0663, 'grad_norm': 11.457433700561523, 'learning_rate': 7.271794871794873e-06, 'epoch': 1.7}
{'loss': 0.0446, 'grad_norm': 12.689300537109375, 'learning_rate': 7.261538461538462e-06, 'epoch': 1.71}
{'loss': 0.0624, 'grad_norm': 26.02584457397461, 'learning_rate': 7.2512820512820515e-06, 'epoch': 1.71}
{'loss': 0.1208, 'grad_norm': 17.123119354248047, 'learning_rate': 7.241025641025642e-06, 'epoch': 1.72}
{'loss': 0.0612, 'grad_norm': 16.916719436645508, 'learning_rate': 7.230769230769231e-06, 'epoch': 1.72}
{'loss': 0.1638, 'grad_norm': 28.490446090698242, 'learning_rate': 7.220512820512822e-06, 'epoch': 1.73}
{'loss': 0.0167, 'grad_norm': 11.378646850585938, 'learning_rate': 7.210256410256411e-06, 'epoch': 1.73}
{'loss': 0.0524, 'grad_norm': 10.71297550201416, 'learning_rate': 7.2000000000000005e-06, 'epoch': 1.73}
{'loss': 0.2211, 'grad_norm': 25.332727432250977, 'learning_rate': 7.189743589743591e-06, 'epoch': 1.74}
{'loss': 0.0194, 'grad_norm': 5.84013557434082, 'learning_rate': 7.17948717948718e-06, 'epoch': 1.74}
{'loss': 0.0303, 'grad_norm': 11.108044624328613, 'learning_rate': 7.169230769230769e-06, 'epoch': 1.75}
{'loss': 0.0587, 'grad_norm': 21.541215896606445, 'learning_rate': 7.15897435897436e-06, 'epoch': 1.75}
{'loss': 0.0334, 'grad_norm': 10.698588371276855, 'learning_rate': 7.1487179487179495e-06, 'epoch': 1.76}
{'loss': 0.059, 'grad_norm': 14.9642333984375, 'learning_rate': 7.1384615384615385e-06, 'epoch': 1.76}
{'loss': 0.0773, 'grad_norm': 11.946664810180664, 'learning_rate': 7.128205128205129e-06, 'epoch': 1.77}
{'loss': 0.0206, 'grad_norm': 5.612783432006836, 'learning_rate': 7.117948717948718e-06, 'epoch': 1.77}
{'loss': 0.0224, 'grad_norm': 10.178457260131836, 'learning_rate': 7.107692307692309e-06, 'epoch': 1.78}
{'loss': 0.0737, 'grad_norm': 18.120176315307617, 'learning_rate': 7.0974358974358985e-06, 'epoch': 1.78}
{'loss': 0.0382, 'grad_norm': 10.436223030090332, 'learning_rate': 7.0871794871794875e-06, 'epoch': 1.79}
{'loss': 0.0559, 'grad_norm': 10.12899398803711, 'learning_rate': 7.076923076923078e-06, 'epoch': 1.79}
{'loss': 0.05, 'grad_norm': 10.446843147277832, 'learning_rate': 7.066666666666667e-06, 'epoch': 1.8}
{'loss': 0.1119, 'grad_norm': 18.9055233001709, 'learning_rate': 7.056410256410257e-06, 'epoch': 1.8}
{'loss': 0.0413, 'grad_norm': 12.79736614227295, 'learning_rate': 7.046153846153847e-06, 'epoch': 1.8}
{'loss': 0.0551, 'grad_norm': 9.257331848144531, 'learning_rate': 7.0358974358974364e-06, 'epoch': 1.81}
{'loss': 0.0183, 'grad_norm': 6.123086452484131, 'learning_rate': 7.025641025641025e-06, 'epoch': 1.81}
{'loss': 0.021, 'grad_norm': 5.46192741394043, 'learning_rate': 7.015384615384616e-06, 'epoch': 1.82}
{'loss': 0.1116, 'grad_norm': 16.752147674560547, 'learning_rate': 7.005128205128206e-06, 'epoch': 1.82}
{'loss': 0.0844, 'grad_norm': 22.270071029663086, 'learning_rate': 6.994871794871796e-06, 'epoch': 1.83}
{'loss': 0.0315, 'grad_norm': 7.0663323402404785, 'learning_rate': 6.9846153846153854e-06, 'epoch': 1.83}
{'loss': 0.016, 'grad_norm': 3.3987772464752197, 'learning_rate': 6.974358974358974e-06, 'epoch': 1.84}
{'loss': 0.0701, 'grad_norm': 15.054336547851562, 'learning_rate': 6.964102564102565e-06, 'epoch': 1.84}
{'loss': 0.0375, 'grad_norm': 7.961836338043213, 'learning_rate': 6.953846153846154e-06, 'epoch': 1.85}
{'loss': 0.1337, 'grad_norm': 65.70842742919922, 'learning_rate': 6.943589743589744e-06, 'epoch': 1.85}
{'loss': 0.1134, 'grad_norm': 14.264120101928711, 'learning_rate': 6.9333333333333344e-06, 'epoch': 1.86}
{'loss': 0.0271, 'grad_norm': 8.062252044677734, 'learning_rate': 6.923076923076923e-06, 'epoch': 1.86}
  warnings.warn(
                                                                      
{'loss': 0.1854, 'grad_norm': 28.714523315429688, 'learning_rate': 6.912820512820514e-06, 'epoch': 1.87}
{'loss': 0.0652, 'grad_norm': 11.53046703338623, 'learning_rate': 6.902564102564103e-06, 'epoch': 1.87}
{'loss': 0.032, 'grad_norm': 12.23612117767334, 'learning_rate': 6.892307692307693e-06, 'epoch': 1.87}
{'loss': 0.1516, 'grad_norm': 21.36967658996582, 'learning_rate': 6.882051282051283e-06, 'epoch': 1.88}
{'loss': 0.0453, 'grad_norm': 15.280150413513184, 'learning_rate': 6.871794871794872e-06, 'epoch': 1.88}
{'loss': 0.058, 'grad_norm': 15.517258644104004, 'learning_rate': 6.861538461538461e-06, 'epoch': 1.89}
{'loss': 0.0936, 'grad_norm': 20.093299865722656, 'learning_rate': 6.851282051282052e-06, 'epoch': 1.89}
{'loss': 0.0922, 'grad_norm': 20.237890243530273, 'learning_rate': 6.841025641025642e-06, 'epoch': 1.9}
{'loss': 0.1109, 'grad_norm': 11.399434089660645, 'learning_rate': 6.830769230769231e-06, 'epoch': 1.9}
{'loss': 0.0194, 'grad_norm': 3.4973697662353516, 'learning_rate': 6.820512820512821e-06, 'epoch': 1.91}
{'loss': 0.091, 'grad_norm': 13.875531196594238, 'learning_rate': 6.81025641025641e-06, 'epoch': 1.91}
{'loss': 0.0207, 'grad_norm': 14.03738784790039, 'learning_rate': 6.800000000000001e-06, 'epoch': 1.92}
{'loss': 0.1432, 'grad_norm': 17.71700096130371, 'learning_rate': 6.789743589743591e-06, 'epoch': 1.92}
{'loss': 0.048, 'grad_norm': 7.86305570602417, 'learning_rate': 6.77948717948718e-06, 'epoch': 1.93}
{'loss': 0.0268, 'grad_norm': 11.547224998474121, 'learning_rate': 6.76923076923077e-06, 'epoch': 1.93}
{'loss': 0.0136, 'grad_norm': 3.8417084217071533, 'learning_rate': 6.758974358974359e-06, 'epoch': 1.93}
{'loss': 0.0658, 'grad_norm': 16.13128089904785, 'learning_rate': 6.748717948717949e-06, 'epoch': 1.94}
{'loss': 0.0348, 'grad_norm': 7.572009563446045, 'learning_rate': 6.738461538461539e-06, 'epoch': 1.94}
{'loss': 0.0092, 'grad_norm': 2.1653761863708496, 'learning_rate': 6.728205128205129e-06, 'epoch': 1.95}
{'loss': 0.0341, 'grad_norm': 9.83578872680664, 'learning_rate': 6.717948717948718e-06, 'epoch': 1.95}
{'loss': 0.1735, 'grad_norm': 29.61594009399414, 'learning_rate': 6.707692307692308e-06, 'epoch': 1.96}
{'loss': 0.0765, 'grad_norm': 13.933404922485352, 'learning_rate': 6.697435897435898e-06, 'epoch': 1.96}
{'loss': 0.2996, 'grad_norm': 36.99062728881836, 'learning_rate': 6.687179487179488e-06, 'epoch': 1.97}
{'loss': 0.0921, 'grad_norm': 33.26417541503906, 'learning_rate': 6.676923076923078e-06, 'epoch': 1.97}
{'loss': 0.0565, 'grad_norm': 15.94122314453125, 'learning_rate': 6.666666666666667e-06, 'epoch': 1.98}
{'loss': 0.1427, 'grad_norm': 19.58469009399414, 'learning_rate': 6.656410256410257e-06, 'epoch': 1.98}
{'loss': 0.0218, 'grad_norm': 6.999110221862793, 'learning_rate': 6.646153846153846e-06, 'epoch': 1.99}
{'loss': 0.0177, 'grad_norm': 4.146202087402344, 'learning_rate': 6.635897435897436e-06, 'epoch': 1.99}
{'loss': 0.1228, 'grad_norm': 20.210155487060547, 'learning_rate': 6.625641025641027e-06, 'epoch': 2.0}
{'loss': 0.0133, 'grad_norm': 3.09238862991333, 'learning_rate': 6.615384615384616e-06, 'epoch': 2.0}
{'loss': 0.041, 'grad_norm': 14.255837440490723, 'learning_rate': 6.605128205128206e-06, 'epoch': 2.0}
{'loss': 0.0407, 'grad_norm': 14.479015350341797, 'learning_rate': 6.594871794871795e-06, 'epoch': 2.01}
{'loss': 0.0125, 'grad_norm': 3.435091972351074, 'learning_rate': 6.584615384615385e-06, 'epoch': 2.01}
{'loss': 0.0267, 'grad_norm': 12.42673397064209, 'learning_rate': 6.574358974358976e-06, 'epoch': 2.02}
{'loss': 0.0489, 'grad_norm': 10.651115417480469, 'learning_rate': 6.564102564102565e-06, 'epoch': 2.02}
{'loss': 0.014, 'grad_norm': 3.093151807785034, 'learning_rate': 6.553846153846154e-06, 'epoch': 2.03}
{'loss': 0.0267, 'grad_norm': 7.977426528930664, 'learning_rate': 6.543589743589744e-06, 'epoch': 2.03}
{'loss': 0.0154, 'grad_norm': 19.419944763183594, 'learning_rate': 6.533333333333334e-06, 'epoch': 2.04}
{'loss': 0.0133, 'grad_norm': 35.89949417114258, 'learning_rate': 6.523076923076923e-06, 'epoch': 2.04}
{'loss': 0.0246, 'grad_norm': 12.870861053466797, 'learning_rate': 6.512820512820514e-06, 'epoch': 2.05}
{'loss': 0.0069, 'grad_norm': 1.433931589126587, 'learning_rate': 6.5025641025641026e-06, 'epoch': 2.05}
{'loss': 0.0268, 'grad_norm': 12.393808364868164, 'learning_rate': 6.492307692307693e-06, 'epoch': 2.06}
{'loss': 0.0282, 'grad_norm': 5.660656452178955, 'learning_rate': 6.482051282051283e-06, 'epoch': 2.06}
{'loss': 0.0247, 'grad_norm': 15.90701675415039, 'learning_rate': 6.471794871794872e-06, 'epoch': 2.07}
{'loss': 0.0119, 'grad_norm': 3.179856300354004, 'learning_rate': 6.461538461538463e-06, 'epoch': 2.07}
{'loss': 0.0179, 'grad_norm': 4.65290641784668, 'learning_rate': 6.4512820512820516e-06, 'epoch': 2.07}
{'loss': 0.0201, 'grad_norm': 14.368889808654785, 'learning_rate': 6.441025641025641e-06, 'epoch': 2.08}
{'loss': 0.0345, 'grad_norm': 8.259150505065918, 'learning_rate': 6.430769230769231e-06, 'epoch': 2.08}
{'loss': 0.0072, 'grad_norm': 2.0634825229644775, 'learning_rate': 6.420512820512821e-06, 'epoch': 2.09}
{'loss': 0.0379, 'grad_norm': 10.405513763427734, 'learning_rate': 6.410256410256412e-06, 'epoch': 2.09}
{'loss': 0.0497, 'grad_norm': 16.79458236694336, 'learning_rate': 6.4000000000000006e-06, 'epoch': 2.1}
{'loss': 0.0218, 'grad_norm': 8.82497787475586, 'learning_rate': 6.38974358974359e-06, 'epoch': 2.1}
{'loss': 0.0074, 'grad_norm': 2.833728075027466, 'learning_rate': 6.37948717948718e-06, 'epoch': 2.11}
{'loss': 0.0133, 'grad_norm': 8.834622383117676, 'learning_rate': 6.36923076923077e-06, 'epoch': 2.11}
{'loss': 0.006, 'grad_norm': 4.118165016174316, 'learning_rate': 6.358974358974359e-06, 'epoch': 2.12}
{'loss': 0.0071, 'grad_norm': 1.8654811382293701, 'learning_rate': 6.3487179487179495e-06, 'epoch': 2.12}
